pageid,qid,P21,P27,P106,label_en
81273088,Q136444014,['Q6581097'],[],[],Charlie Ramos
81273098,Q136443970,['Q6581097'],['Q884'],['Q47064'],Kwak Jong Geun
81273136,Q114052277,['Q6581097'],[],['Q3400985'],
81273288,Q136444170,['Q6581097'],[],[],Fletcher Smythe-Lowe
81273361,Q1356496,['Q6581097'],['Q183'],"['Q16267607', 'Q1622272']",Helmut van Thiel
81273511,Q136445197,['Q6581097'],[],['Q937857'],Karlo Kuranyi
81273718,Q133882780,['Q6581097'],['Q227'],['Q13381376'],İsa Rüstəmov
81273723,Q136445371,['Q6581097'],[],['Q937857'],Syahir Rashid
81273773,Q112575914,['Q6581097'],['Q399'],['Q13381376'],Gor Sahakyan
81273840,Q117803505,['Q6581097'],['Q38'],['Q13381376'],Oscar Reyes
81273842,Q136447006,[],[],[],Zahid Niaz
81273852,Q28811790,['Q6581097'],['Q142'],"['Q42973', 'Q3621491']",Jean Lauffray
81273907,Q114564137,['Q6581072'],['Q30'],"['Q15839206', 'Q12119633']",Mary E. Brunkow
81273909,Q136445354,['Q6581072'],[],[],Kimberley Swords
81273915,Q117728969,['Q6581072'],['Q29'],['Q13381376'],Marta García
81273943,Q136443000,['Q6581097'],['Q222'],"['Q3400985', 'Q1569495', 'Q21281706', 'Q1607826']",Ermal Hasimja
81273957,Q115675134,['Q6581072'],[],['Q13381376'],Andreea Cotruţa
81273971,Q3608074,['Q6581097'],['Q39'],['Q937857'],Albert Weber
81273992,Q136445547,['Q6581072'],[],['Q2865819'],Teona Todua
81274076,Q135919564,['Q6581097'],['Q224'],['Q937857'],Branimir Mlačić
81274098,Q136450450,['Q6581097'],[],[],Afetsi Awoonor
81274129,Q23900762,['Q6581072'],['Q30'],['Q33999'],Anne Neyland
81274165,Q115644414,['Q6581097'],[],[],He Yueji
81274166,Q136451680,['Q6581072'],[],[],Vera Alexander
81274179,Q136445902,[],[],[],Chris Latchem
81274205,Q136445545,['Q6581097'],[],['Q937857'],Marino Skelin
81274273,Q126911792,['Q6581097'],['Q183'],['Q82955'],Maximilian Müger
81274301,Q46995807,['Q6581097'],['Q39'],['Q2462658'],Giacomo Balzarini
81274305,Q136445897,['Q6581097'],[],['Q937857'],Luka Hodak
81274317,Q136445837,['Q6581097'],[],[],S. S. Thirunavukkarasu
81274333,Q134160216,['Q6581097'],['Q408'],['Q639669'],
81274342,Q114598338,['Q6581097'],['Q183'],['Q82955'],Julius Schneider
81274399,Q13036361,['Q6581072'],['Q258'],"['Q33999', 'Q10800557']",Wena Naudé
81274412,Q114598337,['Q6581097'],['Q183'],['Q82955'],Constantin Grosch
81274464,Q115305700,['Q6581072'],['Q183'],['Q82955'],Sophie Ramdor
81274476,Q3559678,['Q6581097'],['Q142'],"['Q1930187', 'Q37226', 'Q2722764']",Vincent Josse
81274482,Q136463051,['Q6581097'],[],[],Willah Mudolo
81274485,Q136445892,['Q6581097'],[],['Q937857'],Tuan Mohamed Amidon
81274486,Q136445885,['Q6581097'],[],"['Q483501', 'Q2722764', 'Q639669', 'Q183945']",Geeneus
81274575,Q123203326,['Q6581072'],[],['Q82955'],Marie-Sophie Künkel
81274635,Q58066268,['Q6581097'],[],['Q1650915'],Jonathan Jiang
81274675,Q112243874,['Q6581097'],['Q183'],['Q82955'],Daniel Scheen-Pauls
81274759,Q106677312,['Q6581097'],['Q227'],['Q13381376'],Dadash Dadashbayli
81275089,Q106098959,['Q6581097'],['Q183'],['Q82955'],Daniel Lindenschmid
81275149,Q136446954,['Q6581097'],[],['Q937857'],Giorgos Passios
81275214,Q42396966,['Q6581097'],['Q77'],"['Q36180', 'Q1238570', 'Q1650915']",Daniel Chasquetti
81275222,Q136446950,['Q6581072'],[],"['Q1930187', 'Q2722764']",Gugulethu Mfuphi
81275248,Q136446947,['Q6581097'],[],[],Ryusei Hamada
81275266,Q11554152,['Q6581097'],['Q17'],"['Q36834', 'Q1075651']",Shin Kōno
81275268,Q114637651,['Q6581097'],['Q183'],['Q82955'],Dennis Jahn
81275313,Q136446941,['Q6581072'],[],[],Kate Steinberg
81275377,Q124369614,['Q6581097'],[],['Q82955'],Alexander Hofmann
81275402,Q5657255,['Q6581097'],['Q29'],['Q193391'],Carlos Bastarreche
81275413,Q136446931,['Q6581097'],[],['Q937857'],Lithierry Silva
81275625,Q136450440,['Q6581097'],[],['Q937857'],Raúl Pereira
81275687,Q120825696,['Q6581097'],['Q219060'],"['Q6625963', 'Q121594']",Ahmad Harb
81275737,Q9633486,['Q6581097'],[],['Q47064'],
81275744,Q136447772,['Q6581072'],[],[],Katinka Blackford Newman
81275846,Q64827512,['Q6581097'],['Q668'],['Q222344'],Prem Sagar
81275906,Q43127943,['Q6581072'],"['Q668', 'Q129286', 'Q1775277']",['Q483501'],Shobha Broota
81275960,Q136447347,['Q6581097'],[],['Q82955'],Nick Derzis
81276044,Q123594760,['Q6581072'],['Q38'],['Q14089670'],Alessia Pilani
81276246,Q136447515,['Q6581097'],[],[],Mally Smith
81276250,Q133229937,['Q6581097'],['Q174193'],[],Alex Henderson
81276441,Q136447441,['Q6581072'],[],"['Q483501', 'Q10774753']",Berenice Olmedo
81276448,Q136447510,['Q6581097'],[],['Q937857'],Ioan Vermeșan
81276506,Q16545201,['Q6581097'],[],['Q33999'],Filip Pławiak
81276631,Q136463047,['Q6581097'],[],[],Abdul Rehman Katki
81276689,Q136447506,['Q6581097'],[],[],Sadiq Isu
81276732,Q136447766,['Q6581072'],[],['Q33999'],Aratrika Maity
81276756,Q136447760,['Q6581097'],[],['Q47064'],Calton Younger
81276797,Q112521358,['Q6581072'],['Q36'],"['Q1792450', 'Q1622272', 'Q674426']",Agnieszka Lajus
81276821,Q133445267,['Q6581072'],['Q38'],['Q14089670'],Désirée Spinelli
81276910,Q10347774,['Q6581097'],['Q155'],"['Q4351403', 'Q36834']",Pedro Sorongo
81277022,Q136447750,['Q6581072'],[],[],Madeline Munro
81277083,Q106684008,['Q6581097'],[],['Q36180'],Kwame Mbalia
81277112,Q130563646,['Q6581097'],[],['Q937857'],Leon-Oumar Wechsel
81277189,Q136447746,['Q6581072'],[],['Q1930187'],Julie Tsirkin
81277193,Q106097878,['Q6581097'],[],"['Q765778', 'Q639669']",Nicolas Kynaston
81277198,Q136447739,['Q6581097'],[],[],Robert Henry Kinahan
81277209,Q75259000,['Q6581072'],[],[],Countess Henrietta Danneskjold-Samsöe
81277264,Q97173632,['Q6581097'],[],['Q193391'],Johann Franz von Pretlack
81277390,Q136437813,['Q6581097'],[],['Q937857'],Ibon Sánchez
81277423,Q136447996,['Q6581097'],[],['Q3665646'],Robbie Parris
81277430,Q136447990,['Q6581097'],[],['Q14089670'],Sebastian Sialau
81277518,Q19838960,['Q6581097'],['Q28'],['Q43845'],Mór Balázs
81277531,Q90798372,['Q6581072'],[],['Q1650915'],Nicole R Holliday
81277580,Q123554896,['Q6581097'],[],['Q82955'],Maximilian Ziegler
81277602,Q99645315,['Q6581097'],['Q801'],"['Q36834', 'Q183945', 'Q177220', 'Q1643514', 'Q639669']",Tomer Biran
81277628,Q136448342,['Q6581097'],[],"['Q36180', 'Q82594', 'Q5482740']",Glauber Costa
81277629,Q136448340,['Q6581097'],[],['Q483501'],Cédric Hervet
81277759,Q136455586,['Q6581097'],[],[],James Johnston
81277773,Q136448338,['Q6581072'],[],['Q16533'],Diane Goodstein
81277777,Q24266378,['Q6581072'],['Q142'],"['Q703534', 'Q15627169']",Camille Senon
81277855,Q136448334,['Q6581072'],[],"['Q36180', 'Q486748']",Sybla Ramus
81277872,Q136448333,['Q6581097'],[],['Q1930187'],Jonathan Dienst
81277906,Q136448305,['Q6581097'],['Q1019'],['Q189290'],Ruphin Zafisambo
81278043,Q136448583,['Q6581097'],[],"['Q19204627', 'Q10871364']",Bob Barrabee
81278066,Q101538152,['Q6581097'],['Q419'],['Q188094'],Augusto Valqui Malpica
81278103,Q136448581,[],[],[],Nour al-Jandali
81278133,Q90421558,['Q6581072'],[],['Q1622272'],Ya Wang
81278152,Q136456011,['Q6581097'],[],[],Iyebiye Adeitan
81278157,Q12250827,['Q6581072'],['Q1049'],"['Q901', 'Q3400985', 'Q170790', 'Q752129']",Widad Ibrahim Elmahboub
81278165,Q6483620,['Q6581097'],['Q794'],['Q49757'],Qodsi Mashhadi
81278178,Q111418675,['Q6581097'],[],['Q82955'],Maximilian Raber
81278399,Q123285638,['Q6581097'],['Q183'],['Q82955'],Gerhard Bärsch
81278419,Q136448548,['Q6581097'],['Q145'],['Q189290'],Tony Davis
81278500,Q58996577,['Q6581097'],['Q155'],['Q82955'],Eduardo Bismarck
81278605,Q5920166,['Q6581072'],['Q29'],['Q82955'],Irene García
81278628,Q18222307,['Q6581072'],['Q16'],"['Q16145150', 'Q36834', 'Q2865819']",Dorothy Howard
81278660,Q136463040,['Q6581097'],[],"['Q188094', 'Q36180']",Douglas N. Harris
81278699,Q133869878,['Q6581097'],['Q209065'],"['Q185351', 'Q49757']",
81278709,Q136448766,['Q6581097'],[],[],Edward D. Phelka
81278725,Q16916373,['Q6581097'],['Q142'],"['Q82955', 'Q3578589']",Guillaume Balas
81279217,Q136448958,['Q6581097'],[],[],Abdullah Ilgaz
81279253,Q136448955,['Q6581097'],[],['Q82955'],Edward F. Corsi
81279372,Q136448953,['Q6581097'],[],"['Q1709010', 'Q483501']",Riley Walz
81279403,Q99980497,['Q6581097'],['Q219060'],"['Q47064', 'Q188094']",Zuhair Manasra
81279493,Q136450447,['Q6581097'],[],['Q937857'],Mohamed Ali Zoma
81279547,Q16356840,['Q6581097'],['Q211'],['Q82955'],Ziedonis Čevers
81279609,Q136448186,['Q6581097'],['Q39'],['Q82955'],
81279636,Q136430807,['Q6581097'],['Q265'],"['Q131524', 'Q26481809']",Bakhodir Abdullaev
81279640,Q28966615,['Q6581097'],['Q38'],['Q82955'],Alvaro Superchi
81280046,Q85988675,[],[],[],
81280172,Q98757982,['Q6581072'],['Q17'],['Q4009406'],Mana Sasaki
81280184,Q134283915,['Q6581072'],['Q145'],"['Q2732142', 'Q482980', 'Q36180']",Georgina Sturge
81280216,Q136449647,['Q6581097'],[],['Q937857'],Vladimir Fratea
81280229,Q136449645,['Q6581097'],['Q30'],"['Q19204627', 'Q40348']",Archibald Stevenson
81280284,Q133011209,[],[],[],
81280380,Q136449702,['Q6581097'],[],['Q3282637'],Olakunle Martini Akande
81280393,Q94518753,['Q6581072'],[],[],Young-Key Kim-Renaud
81280424,Q136449701,['Q6581097'],[],['Q10842936'],Philippos Matthai
81280564,Q136449802,['Q6581097'],[],['Q1186921'],Max Weir
81280765,Q136449919,['Q6581097'],['Q20'],['Q82955'],Knut Skaaluren
81280811,Q136457044,['Q6581097'],[],['Q19204627'],Shawn Daniel
81280950,Q136450069,['Q6581097'],[],"['Q47064', 'Q82955']",John Quincy Dickinson
81280963,Q134582495,['Q6581097'],['Q794'],"['Q17125263', 'Q109459317']",ManiVerse
81281012,Q136450063,['Q6581097'],[],"['Q245068', 'Q33999']",Rajkumar Kasireddy
81281120,Q57695455,['Q6581097'],[],['Q1650915'],Morteza Dehghani
81281168,Q117469734,['Q6581097'],['Q37'],['Q937857'],Romualdas Jansonas
81281444,Q136450453,['Q6581097'],[],['Q2961975'],Rahul Shandilya
81281452,Q136450416,['Q6581072'],[],['Q82955'],Fathimath Jameel
81281567,Q136450413,['Q6581097'],[],[],Ezekiel Akwana
81281624,Q13032803,['Q6581097'],['Q36'],['Q42973'],Stanisław Juchnowicz
81281650,Q135742363,['Q6581097'],[],['Q639669'],Rod Stephen
81281651,Q136450410,['Q6581097'],[],['Q82955'],Justin Sadack Saidi
81281663,Q136450409,['Q6581097'],[],[],Peter Okidi
81281683,Q16566966,['Q6581097'],['Q38'],"['Q7042855', 'Q1235146', 'Q2526255', 'Q69423232', 'Q3282637']",Jacopo Quadri
81281787,Q136463043,['Q6581097'],[],[],Duncan Burton
81281910,Q136450586,['Q6581097'],[],"['Q33999', 'Q2526255']",Diya Khwairakpam
81281914,Q3056998,['Q6581097'],['Q142'],['Q1028181'],Ernest Guérin
81281936,Q124844950,['Q6581097'],[],['Q937857'],Tawfik Bentayeb
81281961,Q136450585,['Q6581072'],[],['Q937857'],Jackline Juma
81282042,Q92977703,['Q6581072'],[],['Q1650915'],
81282045,Q120599311,['Q6581097'],['Q668'],[],Anil Borah
81282046,Q136450742,['Q6581097'],[],['Q937857'],Yusuf Sesay
81282047,Q120750743,['Q6581097'],['Q1033'],['Q33999'],Emeka Rollas Ejezie
81282049,Q31725616,['Q6581072'],['Q129286'],['Q82955'],Mohini Devi
81282101,Q134428994,['Q6581097'],[],['Q11986654'],Rob Eissler
81282106,Q136455985,['Q6581097'],['Q794'],['Q937857'],Mahdi Mohsenkhah
81282128,Q136450738,['Q6581097'],[],['Q937857'],Tanatswa Nyakuhwa
81282207,Q21061397,['Q6581097'],['Q40'],"['Q2526255', 'Q28389', 'Q36180']",Sebastian Brauneis
81282352,Q13034904,['Q6581097'],['Q258'],['Q33999'],Hendrik Hanekom
81282374,Q2871531,['Q6581097'],['Q142'],"['Q201788', 'Q901402']",Augustin Bernard
81282491,Q13035428,['Q6581072'],['Q258'],['Q33999'],Mathilda Hanekom
81282496,Q27031128,['Q6581097'],[],[],Vasily of Suzdal
81282570,Q3165140,['Q6581097'],['Q142'],['Q82955'],Jean-Claude Méry
81282638,Q136451332,['Q6581097'],[],[],John Njogu
81282771,Q136451327,['Q6581097'],[],[],Danstun Nyaudo
81282952,Q136463048,['Q6581072'],[],[],Pushpi Weerakoon
81282957,Q130341584,['Q6581097'],['Q414'],['Q14089670'],Pedro Delgado
81283038,Q97582954,['Q6581072'],[],['Q483501'],Margaret Miller Cooper
81283072,Q3318577,['Q6581097'],['Q1028'],"['Q1028181', 'Q3391743']",Mohamed Hamidi
81283098,Q16374593,['Q6581072'],"['Q34266', 'Q245160', 'Q15180']","['Q593644', 'Q901']",Rusudan Nikoladze
81283119,Q111439593,['Q6581097'],[],['Q82955'],Pascal Arweiler
81283204,Q4297167,['Q6581097'],[],[],"Mikhail Andreevich, Prince of Suzdal"
81283215,Q45779780,['Q6581072'],['Q1020'],['Q82955'],Beatrice Mwale
81283236,Q136451581,['Q6581097'],[],['Q14089670'],Bachuki Tchumbadze
81283377,Q136451590,['Q6581072'],['Q928'],['Q65924683'],Jenifer Kilapio
81283482,Q135010692,['Q6581097'],"['Q39', 'Q43']",['Q937857'],Tugra Turhan
81283553,Q18811870,['Q6581097'],['Q38'],"['Q3282637', 'Q578109']",Giuseppe Colombo
81283605,Q110536989,['Q6581097'],['Q29'],['Q2309784'],Fernando Tercero
81283623,Q136451783,['Q6581072'],[],[],Katharine Barnwell
81283739,Q136451803,['Q6581097'],['Q928'],['Q65924683'],Carlos Baylon Jr.
81283806,Q133308304,['Q6581097'],['Q183'],['Q82955'],Peter Gerhardt
81284133,Q136452077,['Q6581097'],[],"['Q222344', 'Q1235146']",K Vaikunth
81284554,Q136452074,['Q6581072'],[],[],Sonia Lal Gupta
81284594,Q136450935,['Q6581072'],['Q183'],"['Q82955', 'Q40348']",Iris Stalzer
81284732,Q9027721,['Q6581097'],['Q29'],"['Q188094', 'Q82955', 'Q1930187']",Manuel Conthe
81284738,Q23562127,['Q6581097'],['Q183'],['Q82955'],Stefan Herre
81284772,Q135513269,['Q6581072'],['Q155'],['Q14089670'],Taís Prioste
81284796,Q111433128,['Q6581072'],['Q36'],"['Q1930187', 'Q36180']",Katarzyna Kubisiowska
81284808,Q11728217,['Q6581097'],[],['Q177220'],Jonny Ragga
81284974,Q115797983,['Q6581072'],['Q754'],['Q212238'],Indra Sinanan Ojah-Maharaj
81284978,Q85988661,['Q6581097'],[],[],
81285018,Q136452303,['Q6581097'],[],"['Q17578116', 'Q15722501', 'Q21328575']",Abdulla Jameel
81285027,Q59528385,['Q6581072'],['Q145'],"['Q17167049', 'Q1622272']",Julia Briggs
81285102,Q85988891,['Q6581097'],[],[],
81285198,Q136457083,['Q6581097'],[],"['Q11513337', 'Q51536424']",Tristan Smyth
81285223,Q136440271,['Q6581097'],['Q36'],['Q486748'],Mateusz Dubiel
81285245,Q15921653,['Q6581097'],['Q258'],['Q33999'],Paul de Groot
81285257,Q20562476,['Q6581097'],[],['Q733786'],
81285270,Q125976340,['Q6581072'],['Q1009'],"['Q3400985', 'Q1476215']",Larissa Kojoué
81285291,Q136452485,['Q6581097'],[],[],Joe Khan
81285330,Q136457084,['Q6581097'],[],['Q43845'],Aundray Perera
81285356,Q136452337,['Q6581072'],['Q30'],"['Q36180', 'Q7643464', 'Q121594', 'Q6625963', 'Q33112378']",Grace Espy Patton
81285365,Q136457099,['Q6581097'],[],['Q378622'],Ishaan Madesh
81285481,Q136455280,['Q6581072'],[],[],Devyn Simone Lock
81285512,Q136452448,['Q6581097'],[],['Q4964182'],Thomas Senor
81285597,Q112110429,['Q6581072'],[],"['Q36180', 'Q1930187']",Andrea Bartz
81285623,Q136453869,['Q6581097'],[],"['Q3400985', 'Q593644']",Diwan Singh Rawat
81285646,Q17990829,['Q6581097'],[],['Q47064'],
81285683,Q130396285,['Q6581097'],['Q183'],['Q82955'],Lars Katzmarek
81285757,Q16301527,['Q6581097'],['Q298'],['Q937857'],Juan Carlos Peralta
81285768,Q136457092,['Q6581072'],[],['Q36180'],Holly Rhiannon
81285780,Q133686561,['Q6581097'],[],['Q1930187'],
81285946,Q68101801,['Q6581097'],['Q183'],['Q82955'],Felix Horst Wolfgang Teichner
81285952,Q135350001,[],[],[],
81286069,Q136454467,['Q6581072'],['Q39'],['Q24037210'],Lauren Grüniger
81286086,Q68047277,['Q6581097'],"['Q16957', 'Q183']","['Q37226', 'Q82955']",Dennis Hohloch
81286101,Q136455079,['Q6581097'],[],[],James Cogan
81286130,Q136455077,['Q6581097'],[],['Q1930187'],Sahil Kapur
81286133,Q136455074,['Q6581097'],[],['Q378622'],Dustin Hillenburg
81286164,Q2821005,['Q6581097'],['Q262'],"['Q82955', 'Q39631']",Abd al-Aziz Ziari
81286204,Q17160192,['Q6581097'],['Q854'],['Q854997'],Alubomulle Sumanasara
81286240,Q112388620,['Q6581097'],[],['Q47064'],Edward M. Flanagan
81286359,Q136454919,['Q6581097'],[],"['Q33999', 'Q10800557']",Giannis Tsoumarakis
81286454,Q136455274,['Q6581072'],[],[],Lilit Manukyan
81286489,Q125380572,['Q6581097'],['Q5148518'],['Q131512'],William Congreve
81286721,Q136455269,['Q6581072'],['Q30'],['Q937857'],Madison Haugen
81286797,Q68202587,['Q6581097'],"['Q16957', 'Q183']",['Q82955'],Ludwig Scheetz
81286836,Q59004375,['Q6581072'],['Q155'],['Q82955'],Greyce Elias
81286856,Q107631372,['Q6581097'],[],"['Q82955', 'Q372436']",
81286877,Q136455412,['Q6581072'],[],"['Q901', 'Q4610556']",Melanie Shiraz
81286932,Q112035442,['Q6581072'],['Q29'],['Q82955'],Rebeca Torró Soler
81286951,Q136455411,['Q6581097'],[],"['Q17614049', 'Q378622']",Brad Means
81287013,Q2939324,['Q6581097'],['Q142'],"['Q82955', 'Q2251335']",Carlos Da Silva
81287037,Q136455410,['Q6581072'],[],['Q193391'],Esti Andayani
81287179,Q136460111,['Q6581097'],[],['Q82955'],
81287188,Q110114367,['Q6581072'],[],['Q37226'],Husni-Jamal Nuralyhanova
81287270,Q136455492,['Q6581097'],[],['Q19204627'],Nate Sheppard
81287413,Q136463018,['Q6581072'],[],['Q40348'],May Agbamuche-Mbu
81287430,Q9146715,['Q6581072'],['Q36'],['Q33999'],Aleksandra Woźniak
81287496,Q136455887,['Q6581097'],[],[],Johann Kaspar Laaba
81287499,Q134726707,['Q6581072'],['Q30'],['Q12013238'],Georgiana Dvorak-Theobald
81287537,Q44732069,['Q6581072'],['Q30'],"['Q15976092', 'Q1622272']",Emma Brunskill
81287552,Q136387903,['Q6581097'],['Q30'],['Q3665646'],Zack Austin
81287630,Q136455873,['Q6581072'],[],['Q177220'],Nazir Begum
81287680,Q136455866,['Q6581097'],[],['Q378622'],Cameron Bolin
81287814,Q97221826,['Q6581097'],[],[],
81287907,Q20562451,['Q6581097'],[],[],Phra Mahā Khanāčhān Čhīn Thamma samāthiwat
81287936,Q85988697,['Q6581097'],[],[],
81288018,Q136456002,[],[],['Q378622'],Zack Miracle
81288065,Q136456001,['Q6581097'],[],['Q43845'],Derek Hurlock
81288131,Q136463050,[],[],[],Susan Dyer Reynolds
81288159,Q136456095,['Q6581097'],[],['Q13414980'],Jake Florenca
81288234,Q130476386,['Q6581097'],[],['Q937857'],
81288247,Q129944707,['Q6581097'],['Q191'],['Q937857'],Karel Mustmaa
81288248,Q136456094,[],[],['Q378622'],Carter Langley
81288316,Q18202527,['Q6581097'],['Q142'],['Q82955'],Pierre Médevielle
81288497,Q45956007,['Q6581072'],['Q142'],['Q82955'],Évelyne Perrot
81288530,Q136456150,['Q6581097'],[],['Q378622'],Daniel Silvestri
81288710,Q136465144,['Q6581097'],['Q408'],['Q1930187'],Murray Hunter
81288740,Q136456263,['Q6581097'],[],"['Q82955', 'Q40348']",N. Thippanna
81288941,Q15944508,[],['Q833'],['Q82955'],Rusnah binti Kassim
81288942,Q136456326,['Q6581097'],[],['Q33999'],Suraj Ngashepam
81289155,Q125346732,['Q6581097'],['Q668'],"['Q33999', 'Q177220']",Rajvir Jawanda
81289202,Q3023207,['Q6581097'],['Q16'],"['Q1930187', 'Q947873', 'Q270389', 'Q2722764']",Dennis Trudeau
81289371,Q136456425,['Q6581097'],[],['Q901'],Osama Tayyib
81289409,Q136456441,['Q6581097'],[],"['Q177220', 'Q947873', 'Q5716684']",Robot Boii
81289444,Q112445809,['Q6581097'],[],[],Thomas P. Flint
81289539,Q112488199,['Q6581097'],[],['Q121594'],Mark C. Murphy
81289545,Q136463055,['Q6581072'],[],['Q82594'],Hana Abdullah Alnuaim
81289632,Q136456684,['Q6581097'],['Q408'],['Q11303721'],Aaron Pike
81289726,Q136457107,['Q6581097'],[],['Q1930187'],Arnold Asamoah-Baidoo
81289728,Q136456843,['Q6581097'],[],['Q16012028'],Ronald Mann
81289750,Q136456840,['Q6581097'],[],"['Q10798782', 'Q33999']",Dhrubajyoti Sarkar
81289817,Q133575298,['Q6581072'],['Q183'],"['Q82955', 'Q169470']",Andrea Lübcke
81289921,Q136457104,[],[],[],Lists of births by year
81289982,Q112559218,['Q6581097'],[],"['Q4964182', 'Q1622272']",William J. Wainwright
81290003,Q134532450,['Q6581097'],['Q183'],['Q82955'],Reza Asghari
81290015,Q136456959,['Q6581097'],[],['Q33999'],Praveen Devasagayam
81290805,Q6457083,['Q6581072'],['Q142'],"['Q3455803', 'Q3387717']",Mariame Clément
81290870,Q89382824,['Q6581097'],['Q40'],"['Q2526255', 'Q28389', 'Q7042855']",Florian Pochlatko
81290911,Q136457430,['Q6581097'],[],['Q4964182'],Scott A. Davison
81290989,Q55759280,['Q6581097'],['Q183'],"['Q82955', 'Q2324479']",Bijan Kaffenberger
81291043,Q134173965,['Q6581072'],['Q39'],['Q82955'],Angela Koller
81291092,Q75267314,['Q6581097'],[],[],Kenneth Francis Mackenzie
81291180,Q136457561,['Q6581097'],[],['Q4964182'],Ronald L. Hall
81291289,Q136457639,['Q6581097'],[],[],Scott Slaugh
81291318,Q116524734,['Q6581097'],['Q31'],"['Q2252262', 'Q1320883']",Youssef Swatt's
81291651,Q125343682,['Q6581072'],['Q36'],['Q12094958'],Sylwia Tomecka-Suchoń
81291652,Q132459167,['Q6581097'],['Q347'],['Q82955'],Roger Schädler
81291680,Q110557338,['Q6581097'],[],['Q82955'],Alibek Kuantyrov
81291756,Q122242224,['Q6581097'],['Q183'],['Q82955'],Christian Mertens
81291761,Q3300839,['Q6581097'],['Q142'],['Q82955'],Maurice Giro
81291785,Q136458316,['Q6581097'],[],['Q937857'],Marcelo Timorán
81291810,Q23564376,['Q6581097'],['Q183'],['Q82955'],Hannes Loth
81291890,Q11569490,['Q6581097'],['Q875305'],['Q47064'],
81292016,Q136458165,['Q6581097'],[],[],Charles Ray Crawford
81292038,Q136458080,['Q6581097'],['Q948'],"['Q26481809', 'Q40348']",Moez Nasri
81292133,Q136458157,['Q6581097'],[],['Q378622'],Mason Bailey
81292173,Q136463014,['Q6581097'],[],[],Tarabina Birewibo Princewill
81292177,Q22133661,['Q6581097'],[],[],"Yuri, Duke of Suzdal"
81292210,Q125930100,['Q6581097'],['Q36'],['Q28389'],Łukasz M. Maciejewski
81292303,Q136458352,['Q6581097'],[],['Q245068'],Will Burkart
81292339,Q109442627,['Q6581072'],['Q252'],['Q82955'],Irene
81292389,Q136458347,['Q6581072'],[],['Q177220'],Belle Gonzalez
81292410,Q58799790,['Q6581097'],[],['Q937857'],Justice Figuareido
81292414,Q136458274,[],[],['Q378622'],Hudson Bulger
81292433,Q15970859,['Q6581097'],['Q142'],['Q1028181'],Roland Irolla
81292592,Q136458341,['Q6581072'],[],['Q14089670'],Larissa Henwood
81292683,Q71697875,['Q6581097'],['Q39'],[],François de Ziegler
81292749,Q11303936,['Q44148'],[],[],Gold City
81292872,Q136458281,['Q6581072'],[],['Q3273722'],Aminath Jameel
81292881,Q136458587,['Q6581097'],[],"['Q628099', 'Q937857']",Adam Nocoń
81292915,Q136463009,['Q6581097'],[],[],Saman de Silva
81292992,Q136458584,['Q6581097'],[],['Q4379701'],Mohamed Light
81293264,Q102090196,['Q6581097'],['Q30'],"['Q2732142', 'Q1622272']",I. Richard Savage
81293333,Q116499836,['Q6581072'],[],['Q14373094'],Leticia Medeiros
81293559,Q132462014,['Q6581072'],['Q17'],['Q4439155'],Kana Kobayashi
81293583,Q4231303,['Q6581097'],[],[],Konstantin Vasilyevich
81293592,Q136458663,['Q6581072'],['Q30'],['Q106568011'],Martha Van Marter
81293595,Q98075133,['Q6581072'],['Q30'],['Q937857'],Michaela Kovacs
81293663,Q25463148,['Q6581072'],['Q252'],[],Karlinah Djaja Atmadja
81293692,Q123034391,['Q6581097'],['Q183'],"['Q82955', 'Q40348']",Rene Dierkes
81293826,Q88966732,['Q6581072'],[],"['Q28692502', 'Q3242115']",Chen Tiejun
81293965,Q101244407,['Q6581072'],[],['Q56316287'],Ernesta Forti
81293979,Q136436327,['Q6581072'],['Q20'],['Q82955'],
81294066,Q88031286,['Q6581072'],[],"['Q39631', 'Q1622272', 'Q2640827', 'Q13638192']",Maya M Hammoud
81294099,Q18415885,['Q6581097'],['Q881'],"['Q639669', 'Q177220', 'Q753110']",Thế Hiển
81294201,Q115268521,['Q6581072'],['Q183'],['Q82955'],Anna Bauseneick
81294213,Q136463019,['Q6581097'],[],[],Wayne Colburn
81294499,Q88787576,['Q6581072'],['Q801'],"['Q1650915', 'Q2732142', 'Q170790']",Malka Gorfine
81294774,Q127684540,['Q6581072'],['Q30'],['Q11338576'],Stevie Morgan
81294839,Q90668841,['Q6581072'],['Q1033'],['Q152002'],Nike Adeyemi
81294933,Q95777922,['Q6581097'],[],"['Q222344', 'Q28389', 'Q3455803', 'Q7042855']",Helmut-Ulrich Weiss
81295039,Q136463017,['Q6581097'],[],"['Q639669', 'Q488205', 'Q177220']",Jake Gill
81295051,Q136460117,['Q6581072'],[],['Q3400985'],Bridget Gellert Lyons
81295112,Q9373888,['Q6581097'],['Q865'],"['Q10800557', 'Q2526255', 'Q33999']",Yen Cheng-kuo
81295266,Q67482691,['Q6581097'],[],['Q1650915'],George S. Bova
81295443,Q136460308,['Q6581097'],[],"['Q593644', 'Q2114605', 'Q901']",David Repke
81295453,Q85889254,['Q6581097'],['Q34'],['Q121998'],Jan Lundvik
81295462,Q123400079,['Q6581097'],[],"['Q82955', 'Q288728']",Holger Grießhammer
81295511,Q115527950,['Q6581097'],[],[],Gilson Daniel
